"curation_id","original_westernized","curated_westernized","curated_westernized_source"
"AsnicarF_2021:SAMEA7045248","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045249","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045250","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045251","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045252","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045253","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045254","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045255","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045256","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045257","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045258","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045259","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045260","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045261","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045262","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045263","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045264","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045265","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045266","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045267","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045268","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045269","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045270","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045271","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045272","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045273","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045274","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045275","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045276","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045277","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045278","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045279","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045280","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045281","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045282","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045283","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045284","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045285","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045286","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045287","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045288","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045289","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045290","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045291","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045292","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045293","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045294","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045295","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045296","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045297","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045298","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045299","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045300","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045301","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045302","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045303","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045304","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045305","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045306","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045307","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045308","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045309","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045310","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045311","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045312","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045313","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045314","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045315","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045316","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045317","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045318","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045319","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045320","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045321","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045322","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045323","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045324","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045325","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045326","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045327","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045328","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045329","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045330","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045331","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045332","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045333","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045334","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045335","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045336","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045337","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045338","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045339","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045340","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045341","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045342","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045343","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045344","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045345","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045346","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045347","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045348","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045349","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045350","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045351","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045352","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045353","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045354","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045355","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045356","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045357","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045358","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045359","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045360","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045361","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045362","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045363","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045364","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045365","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045366","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045367","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045368","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045369","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045370","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045371","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045372","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045373","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045374","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045375","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045376","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045377","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045378","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045379","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045380","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045381","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045382","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045383","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045384","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045385","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045386","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045387","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045388","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045389","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045390","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045391","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045392","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045393","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045394","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045395","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045396","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045397","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045398","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045399","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045400","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045401","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045402","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045403","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045404","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045405","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045406","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045407","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045408","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045409","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045410","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045411","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045412","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045413","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045414","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045415","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045416","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045417","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045418","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045419","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045420","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045421","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045422","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045423","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045424","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045425","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045426","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045427","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045428","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045429","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045430","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045431","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045432","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045433","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045434","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045435","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045436","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045437","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045438","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045439","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045440","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045441","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045442","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045443","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045444","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045445","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045446","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045447","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045448","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045449","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045450","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045451","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045452","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045453","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045454","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045455","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045456","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045457","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045458","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045459","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045460","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045461","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045462","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045463","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045464","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045465","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045466","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045467","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045468","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045469","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045470","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045471","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045472","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045473","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045474","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045475","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045476","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045477","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045478","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045479","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045480","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045481","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045482","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045483","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045484","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045485","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045486","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045487","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045488","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045489","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045490","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045491","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045492","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045493","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045494","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045495","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045496","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045497","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045498","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045499","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045500","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045501","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045502","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045503","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045504","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045505","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045506","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045507","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045508","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045509","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045510","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045511","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045512","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045513","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045514","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045515","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045516","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045517","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045518","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045519","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045520","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045521","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045522","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045523","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045524","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045525","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045526","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045527","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045528","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045529","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045530","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045531","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045532","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045533","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045534","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045535","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045536","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045537","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045538","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045539","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045540","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045541","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045542","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045543","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045544","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045545","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045546","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045547","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045548","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045549","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045550","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045551","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045552","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045553","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045554","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045555","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045556","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045557","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045558","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045559","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045560","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045561","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045562","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045563","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045564","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045565","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045566","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045567","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045568","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045569","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045570","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045571","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045572","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045573","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045574","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045575","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045576","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045577","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045578","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045579","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045580","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045581","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045582","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045583","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045584","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045585","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045586","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045587","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045588","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045589","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045590","no","Yes","non_westernized"
"AsnicarF_2021:SAMEA7045591","no","Yes","non_westernized"
